// Gerado por `qualis coletar-eventos`. Edite à mão se precisar:
// linhas iniciadas por // são ignoradas, e a coluna h5 vence.
// h5_fonte=scholar é o dado que o Documento de Área manda usar;
// h5_fonte=sbc-2024 é a coluna da planilha da SBC, que está
// desatualizada e serve só como referência.
// ambiguo=1: o Scholar tem mais de uma entrada para o evento,
// com h5 diferentes; ficamos com o maior. Confira esses casos.
// anos_tradicao fica vazio: não há fonte verificável em massa.
sigla,nome,h5,ce_sbc,anos_tradicao,segue_gt_capes,h5_fonte,h5_sbc,ambiguo,ces,entradas_scholar
CBIS,Congresso Brasileiro de Informática em Saúde,,relevante,,1,nenhum,,0,CE-CAS,
CBMI,International Workshop on Content-Based Multimedia Indexing,13,relevante,,1,scholar,15,0,CE-GRAPI|CE-WEBMEDIA,International Workshop on Content-Based Multimedia Indexing (h5=13)
CBMS,IEEE Symposium on Computer-Based Medical Systems,24,top10,,1,scholar,25,0,CE-BD|CE-CAS,IEEE Symposium on Computer-Based Medical Systems (h5=24)
CBS,IEEE International Conference on Cyborg and Bionic Systems,40,relevante,,1,scholar,4,1,CE-R|CE-SI,Cyborg and Bionic Systems (h5=40) || IEEE International Conference on Cyborg and Bionic Systems (h5=5)
CBSoft,Brazilian Conference on Software: Theory and Practice,,relevante,,1,nenhum,5,0,CE-ES,
CBTMS,Congresso Brasileiro de Telemedicina e Telesaúde,,relevante,,1,nenhum,,0,CE-CAS,
CC,International Conference on Compiler Construction,,top10,,1,nenhum,13,0,CE-LP,
CCC,IEEE Conference on Computational Complexity,27,top20,,1,scholar,22,1,CE-ACO,Chinese Control Conference (CCC) (h5=27) || Computational Complexity Conference (h5=21)
CCGRID,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",,top10,,1,nenhum,29,0,CE-ACPAD|CE-BD|CE-RESD|CE-SI,
CCNC,Annual IEEE Consumer Communications & Networking Conference,,relevante,,1,nenhum,33,0,CE-RESD,
CCS,ACM Symposium on Computer and Communications Security,90,relevante,,1,scholar,93,0,CE-RESD,ACM Symposium on Computer and Communications Security (h5=90)
CCSI,Workshop on Core Computations on Spatial Information,,relevante,,1,nenhum,,0,CE-Geoinformática,
CDC,IEEE Conference on Decision and Control,48,relevante,,1,scholar,40,0,CE-R,IEEE Conference on Decision and Control (h5=48)
CDVE,"CDVE - International Conference on Cooperative Design, Visualization, and Engineering",9,top20,,1,scholar,7,0,CE-SC,"Cooperative Design, Visualization, and Engineering (h5=9)"
CEC,IEEE Congress on Evolutionary Computation,94,top10,,1,scholar,89,1,CE-GRAPI|CE-IA|CE-IC,IEEE Congress on Evolutionary Computation (h5=94) || Evolutionary Computation (h5=29)
CEDEM,International Conference for E-Democracy and Open Government,16,relevante,,1,scholar,9,0,CE-SI,International Conference on eDemocracy & eGovernment (h5=16)
CELDA,Cognition and Exploratory Learning in Digital Age,,relevante,,1,nenhum,,0,CE-IE,
CENTERIS,Conference on ENTERprise Information Systems,46,relevante,,1,scholar,11,1,CE-SI,CENTERIS/ProjMAN/HCist (h5=46) || Enterprise Information Systems (h5=44)
CGI,Computer Graphics International Conference,11,top20,,1,scholar,11,0,CE-GRAPI,Computer Graphics International Conference (h5=11)
CGO,International Symposium on Code Generation and Optimization,25,top10,,1,scholar,25,0,CE-LP,International Symposium on Code Generation and Optimization (h5=25)
CGVCVIP,"International Conference on Computer Graphics, Visualization, Computer Vision and Image Processing",,relevante,,1,nenhum,6,0,CE-GRAPI,
CHASE,International Workshop on Cooperative and Human Aspects of Software Engineering,,top20,,1,nenhum,10,0,CE-ES|CE-SC,
CHES,Workshop on Cryptographic Hardware and Embedded Systems,57,relevante,,1,scholar,14,0,CE-SEG,IACR Transactions on Cryptographic Hardware and Embedded Systems (h5=57)
CHI,ACM Conference on Human Factors in Computing Systems,139,top10,,1,scholar,129,1,CE-IHC|CE-RV|CE-SC,Computer Human Interaction (CHI) (h5=139) || Brazilian Symposium on Human Factors in Computing Systems (h5=16)
CHIIR,Conference on Human Information Interaction and Retrieval,29,relevante,,1,scholar,29,0,CE-BD,Conference on Human Information Interaction and Retrieval (h5=29)
CHIPlay,ACM Annual Symposium on Computer-Human Interaction in Play,27,top10,,1,scholar,31,0,CE-JOGOS,Annual Symposium on Computer-Human Interaction in Play (h5=27)
CIAC,International Conference on Algorithms and Complexity,,relevante,,1,nenhum,11,0,CE-ACO,
CIARP,Iberoamerican Congress on Pattern Recognition,126,top20,,1,scholar,12,1,CE-GRAPI,Pattern Recognition (h5=126) || International Conference on Pattern Recognition (h5=68) || Iberoamerican Congress on Pattern Recognition (CIARP) (h5=7)
CIBCB,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,13,top10,,1,scholar,10,0,CE-BioComp,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology (h5=13)
CIbSE,Conferencia Iberoamericana de Software Engineering,98,top20,,1,scholar,10,1,CE-ES,ACM/IEEE International Conference on Software Engineering (h5=98) || Software Engineering (h5=29) || Congresso Ibero-Americano em Engenharia de Software (CIbSE) (h5=5)
CIC,ACM International Conference on Collaboration and Internet Computing,,top20,,1,nenhum,15,0,CE-SC,
CICC,IEEE Custom Integrated Circuits Conference,30,relevante,,1,scholar,26,0,CE-CCI,"IEEE Custom Integrated Circuits Conference, CICC (h5=30)"
CICLING,International Conference on Intelligent Text Processing and Computational Linguistics,,relevante,,1,nenhum,0,0,CE-PLN|CE-SI,
CIDI,Congresso Internacional de Design da Informação,,relevante,,1,nenhum,0,0,CE-IHC,
CIDM,Symposium on Computational Intelligence and Data Mining,,relevante,,1,nenhum,12,0,CE-BD,
CIDR,Biennial Conference on Innovative Data Systems Research,36,top10,,1,scholar,32,0,CE-BD,Conference on Innovative Data system Research (CIDR) (h5=36)
CIG,IEEE Conference on Computational Intelligence and Games,27,relevante,,1,scholar,31,0,CE-IA,IEEE Conference on Computational Intelligence and Games (CIG) (h5=27)
CIKM,ACM International Conference on Information and Knowledge Management,96,top10,,1,scholar,91,0,CE-BD|CE-SI,ACM International Conference on Information and Knowledge Management (h5=96)
CILAMCE,Iberian Latin American Congress on Computational Methods,8,relevante,,1,scholar,,1,CE-RV,Ibero-Latin American Congress on Computational Methods in Engineering (h5=8) || Ibero-Latin American Congress on Computational Methods in Engineering (CILAMCE) (h5=1)
CIMENICS,International Congress on Numerical Methods in Engineering and Applied Sciences,,relevante,,1,nenhum,1,0,CE-RV,
CISIM,International Conference on Computer Information Systems and Industrial Management,8,relevante,,1,scholar,6,0,CE-SI,Computer Information Systems and Industrial Management (h5=8)
CISTI,Iberian Conference on Information Systems and Technologies,24,relevante,,1,scholar,23,0,CE-SI,Iberian Conference on Information Systems and Technologies (h5=24)
CIT,IEEE International Conference on Computer and Information Technology,26,relevante,,1,scholar,13,0,CE-SI,International Conference on Computer and Information Technology (h5=26)
CITS,"International Conference on Computer, Information, and Telecommunication Systems",14,relevante,,1,scholar,15,0,CE-RESD|CE-SI,"International Conference on Computer, Information and Telecommunication Systems (h5=14)"
CL,Corpus Linguistics Conference,,top20,,1,nenhum,2,0,CE-PLN,
CLAIO,Latin-Ibero-American Conference on Operations Research,,relevante,,1,nenhum,,0,CE-ACO,
CLEF,Conference and Labs of the Evaluation Forum,,relevante,,1,nenhum,16,0,CE-PLN,
CLEI,Conferencia Latinoamericana de Informática / Conferencia Latinoamericana En Informatica,12,relevante,,1,scholar,11,0,CE-BD|CE-ES|CE-IHC|CE-RV|CE-SI,Conferencia Latinoamericana En Informatica (CLEI) (h5=12)
CLIHC,Latin American Conference on Human Computer Interaction,139,relevante,,1,scholar,7,1,CE-IHC|CE-SC,Computer Human Interaction (CHI) (h5=139) || Proceedings of the ACM on Human-Computer Interaction (h5=88) || International Journal of Human-Computer Interaction (h5=83) || ACM Transactions on Computer-Human Interaction (h5=55) || Human–Computer Interaction (h5=39) || Annual Symposium on Computer-Human Interaction in Play (h5=27) || Australian Computer-Human Interaction Conference (h5=19) || International Conference on Human-Computer Interaction (h5=14) || International Conference on Human Computer Interaction (h5=10) || Iberoamerican Workshop on Human-Computer Interaction (h5=7) || International BCS Human-Computer Interaction Conference (h5=6)
CLOSER,International Conference on Cloud Computing and Services Science,17,top20,,1,scholar,15,0,CE-ACPAD|CE-BD|CE-SI,International Conference on Cloud Computing and Services Science (CLOSER) (h5=17)
CLOUD,IEEE International Conference on Cloud Computing,50,relevante,,1,scholar,34,1,CE-BD|CE-SI,"Journal of Cloud Computing (h5=50) || IEEE Transactions on Cloud Computing (h5=50) || Workshop on Cloud Technologies in Education (h5=42) || ACM Symposium on Cloud Computing (h5=39) || International Conference on Cloud Computing, Data Science & Engineering (h5=36) || International Journal of Cloud Applications and Computing (h5=29) || IEEE International Conference on Cloud Computing (CLOUD) (h5=24) || International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud)(I-SMAC) (h5=23) || International Conference on Utility and Cloud Computing (h5=20) || IEEE International Conference on Cloud Engineering (h5=19) || International Conference on Cyber Security and Cloud Computing (CSCloud) (h5=18) || International Conference on Cloud Computing and Services Science (CLOSER) (h5=17) || International Conference on Machine Learning, Big Data, Cloud and Parallel Computing (h5=17) || International Conference on Cloud Computing and Big Data Analytics (h5=17) || IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (h5=12) || International Journal of Cloud Computing (h5=12) || International Conference on Cloud Networking (CloudNet) (h5=12) || IEEE International Conference on Smart Cloud (h5=12) || Artificial Intelligence and Cloud Computing Conference (h5=11) || Conference on Cloud and Internet of Things (h5=11) || P2P, Parallel, Grid, Cloud and Internet Computing (h5=10) || IEEE International Conference on Cloud Computing and Intelligence Systems (h5=9) || IEEE International Conference on Cloud Computing Technology and Science (CloudCom) (h5=9) || IEEE International Conference on Big Data and Cloud Computing (BdCloud) (h5=7) || International Conference on Cloud Computing, Big Data Application and Software Engineering (h5=7) || International Conference on Cloud Computing and Big Data (h5=7) || International Conference on Machine Learning, Cloud Computing and Intelligent Mining (h5=5) || International Conference on Artificial Intelligence, Information Processing and Cloud Computing (h5=5)"
CloudCom,IEEE International Conference on Cloud Computing Technology and Science,9,relevante,,1,scholar,13,0,CE-ACPAD|CE-BD|CE-RESD|CE-SI,IEEE International Conference on Cloud Computing Technology and Science (CloudCom) (h5=9)
CloudNet,IEEE International Conference on Cloud Networking,12,relevante,,1,scholar,18,0,CE-RESD|CE-SI,International Conference on Cloud Networking (CloudNet) (h5=12)
CLOUDTECH,International Conference on Cloud Computing Technologies and Applications,,relevante,,1,nenhum,13,0,CE-SI,
CLUSTER,IEEE International Conference on Cluster Computing,80,relevante,,1,scholar,22,1,CE-ACPAD,Cluster Computing (h5=80) || Journal of Cluster Science (h5=51) || IEEE International Symposium on Cluster Computing and the Grid (h5=30) || IEEE International Conference on Cluster Computing (h5=24)
CMBBE,International Symposium on Computer Methods in Biomechanics and Biomedical Engineering,31,relevante,,1,scholar,,0,CE-CAS,Computer Methods in Biomechanics and Biomedical Engineering (h5=31)
CMMR,International Symposium on Computer Music Multidisciplinary Research,,top10,,1,nenhum,,0,CE-CM,
CMN,Congress on Numerical Methods in Engineering,45,relevante,,1,scholar,1,1,CE-RV,International Journal for Numerical Methods in Engineering (h5=45) || Numerical Methods in Civil Engineering (h5=8)
CNMAC,Congresso Nacional de Matemática Aplicada e Computacional,,relevante,,1,nenhum,,0,CE-ACO,
CNS,IEEE Conference on Communications and Network Security,21,relevante,,1,scholar,24,0,CE-SEG,IEEE Conference on Communications and Network Security (h5=21)
CNSM,International Conference on Network and Service Management,22,relevante,,1,scholar,19,0,CE-RESD,Conference on Network and Service Management (h5=22)
CoARCH,Workshop On Computing Techniques For Spatio-Temporal Data in Archaeology And Cultural Heritage,,relevante,,1,nenhum,,0,CE-Geoinformática,
COCOA,International Conference on Combinatorial Optimization and Applications,9,relevante,,1,scholar,9,0,CE-ACO,Conference on Combinatorial Optimization and Applications (h5=9)
COCOON,International Computing and Combinatorics Conference,11,relevante,,1,scholar,9,0,CE-ACO,International Conference on Computing and Combinatorics (h5=11)
CODASPY,ACM Conference on Data and Application Security and Privacy,24,relevante,,1,scholar,23,0,CE-SEG,ACM Conference on Data and Application Security and Privacy (h5=24)
CODES+ISSS,IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis,,relevante,,1,nenhum,5,0,CE-CCI,
CoG,IEEE Conference on Games,11,top10,,1,scholar,31,0,CE-JOGOS,International Conference on Serious Games (h5=11)
COGSCI,Annual Meeting of the Cognitive Science Society,36,relevante,,1,scholar,32,1,CE-SI,Annual Meeting of the Cognitive Science Society (h5=36) || Proceedings of the MEi: CogSci Conference (h5=2)
COLING,International Conference on Computational Linguistics,81,top10,,1,scholar,65,1,CE-IA|CE-PLN,International Conference on Computational Linguistics (COLING) (h5=81) || Computational Linguistics (h5=41)
CollaborateCom,"International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)",9,top20,,1,scholar,8,0,CE-SC,"International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom) (h5=9)"
CollabTech,International Conference on Collaboration Technologies and Social Computing,,relevante,,1,nenhum,5,0,CE-IHC,
COLT,Conference on Learning Theory,74,top20,,1,scholar,74,1,CE-IA,Conference on Learning Theory (COLT) (h5=74) || Algorithmic Learning Theory (ALT) (h5=33) || International Conference on Deep Learning Theory and Applications (h5=11)
CompEd,ACM Conference on Global Computing Education,,top20,,1,nenhum,12,0,CE-EDUCOMP,
COMPSAC,"Annual International Computers, Software & Applications Conference",30,relevante,,1,scholar,29,0,CE-IHC,IEEE Annual Computer Software and Applications Conference (COMPSAC) (h5=30)
COMSNETS,International Conference on COMmunication Systems & NETworkS,28,relevante,,1,scholar,26,0,CE-RESD,International Communication Systems and Networks (COMSNETS) (h5=28)
CONCUR,International Conference on Concurrency Theory,18,top20,,1,scholar,21,0,CE-MF,International Conference on Concurrency Theory (CONCUR) (h5=18)
CONEXT,Conference on Emerging Network Experiment and Technology,29,top10,,1,scholar,31,0,CE-RESD,ACM Conference on Emerging Network Experiment and Technology (CoNEXT) (h5=29)
CoNLL,Conference on Natural Language Learning,30,top10,,1,scholar,39,1,CE-PLN|CE-SI,Conference on Computational Natural Language Learning (CoNLL) (h5=30) || International Conference on Machine Learning and Natural Language Processing (h5=5)
CONTECSI,International Conference on Information Systems and Technology Management,2,relevante,,1,scholar,5,0,CE-SI,CONTECSI-International Conference on Information Systems and Technology Management Virtual (h5=2)
CoopIS,International Conference on Cooperative Information Systems,,relevante,,1,nenhum,6,0,CE-BD|CE-SI,
CoRL,Conference on Robot Learning,107,top10,,1,scholar,33,0,CE-R,Conference on Robot Learning (h5=107)
COSIT,International Conference on Spatial Information Theory,,top10,,1,nenhum,13,0,CE-Geoinformática,
CP,International Conference on Principles and Practice of Constraint Programming,20,top20,,1,scholar,20,0,CE-ACO,International Conference on Principles and Practice of Constraint Programming (h5=20)
CPAIOR,"International Conference on Integration of Constraint Programming, Artificial Intelligence, and Operations Research",,relevante,,1,nenhum,,0,CE-ACO,
CPP,ACM Symposium on Certified Programs and Proofs,23,top20,,1,scholar,20,0,CE-LP,ACM SIGPLAN International Conference on Certified Programs and Proofs (h5=23)
CRIWG,International Workshop on Groupware,,relevante,,1,nenhum,8,0,CE-WEBMEDIA,
CRTL+E,Congresso sobre Tecnologias na Educação,8,relevante,,1,scholar,8,0,CE-IE,Congresso sobre Tecnologias na Educação (Ctrl+ e) (h5=8)
CRV,Canadian Conference on Computer and Robot Vision,17,relevante,,1,scholar,15,0,CE-R,Canadian Conference on Computer and Robot Vision (CRV) (h5=17)
CRYPTO,International Cryptology Conference,66,top10,,1,scholar,61,0,CE-SEG,International Cryptology Conference (CRYPTO) (h5=66)
CSBC,Congresso da Sociedade Brasileira de Computação,,relevante,,1,nenhum,0,0,CE-BD|CE-IHC,
CSBIO,International Conference on Computational Systems-Biology and Bioinformatics,,top20,,1,nenhum,,0,CE-BioComp,
CSCL,CSCL - International Conference on Computer Supported Collaborative Learning,7,top10,,1,scholar,12,0,CE-IE|CE-SC,International Conference on Computer-Supported Collaborative Learning (h5=7)
CSCN,IEEE Conference on Standards for Communications and Networking,12,relevante,,1,scholar,18,0,CE-RESD,IEEE Conference on Standards for Communications and Networking (h5=12)
CSCW,CSCW - ACM Conference on Computer Supported Cooperative Work & Social Computing,27,top10,,1,scholar,23,0,CE-IHC|CE-RV|CE-SC|CE-SI|CE-WEBMEDIA,Computer Supported Cooperative Work (CSCW) (h5=27) || ACM Conference on Computer-Supported Cooperative Work & Social Computing (h5=27)
CSCWD,CSCWD - IEEE International Conference on Computer Supported Cooperative Work in Design,23,top10,,1,scholar,16,0,CE-IHC|CE-SC,"International Conference on Computer Supported Cooperative Work in Design, CSCWD (h5=23)"
CSE,International Conference on Computational Science and Engineering,21,relevante,,1,scholar,13,0,CE-ACPAD,International Journal of Computational Science and Engineering (h5=21)
CSEDU,International Conference on Computer Supported Education,25,top10,,1,scholar,21,0,CE-EDUCOMP|CE-IE|CE-IHC,International Conference on Computer Supported Education (CSEDU) (h5=25)
CSEE&T,Conference on Software Engineering Education and Training,23,top20,,1,scholar,9,1,CE-EDUCOMP|CE-ES|CE-IE,ACM International Conference on Software Engineering: Software Engineering Education and Training (h5=23) || IEEE-CS Conference on Software Engineering Education and Training (CSEE&T) (h5=12)
